Text,Book,Chapter
"The name, my lord, as pleases thee.""",BOOK I,Canto II. Brahma's Visit
As rules prescribe the hermit took,BOOK I,Canto II. Brahma's Visit
Some lustral water from the brook.,BOOK I,Canto II. Brahma's Visit
But still on this his constant thought,BOOK I,Canto II. Brahma's Visit
"Kept brooding, as his home he sought;",BOOK I,Canto II. Brahma's Visit
"While Bharadvaja paced behind,",BOOK I,Canto II. Brahma's Visit
"A pupil sage of lowly mind,",BOOK I,Canto II. Brahma's Visit
And in his hand a pitcher bore,BOOK I,Canto II. Brahma's Visit
With pure fresh water brimming o'er.,BOOK I,Canto II. Brahma's Visit
Soon as they reached their calm retreat,BOOK I,Canto II. Brahma's Visit
The holy hermit took his seat;,BOOK I,Canto II. Brahma's Visit
"His mind from worldly cares recalled,",BOOK I,Canto II. Brahma's Visit
And mused in deepest thought enthralled.,BOOK I,Canto II. Brahma's Visit
"Then glorious Brahma,(47) Lord Most High,",BOOK I,Canto II. Brahma's Visit
"Creator of the earth and sky,",BOOK I,Canto II. Brahma's Visit
"The four-faced God, to meet the sage",BOOK I,Canto II. Brahma's Visit
Came to Valmiki's hermitage.,BOOK I,Canto II. Brahma's Visit
"Soon as the mighty God he saw,",BOOK I,Canto II. Brahma's Visit
Up sprang the saint in wondering awe.,BOOK I,Canto II. Brahma's Visit
"Mute, with clasped hands, his head he bent,",BOOK I,Canto II. Brahma's Visit
And stood before him reverent.,BOOK I,Canto II. Brahma's Visit
"His honoured guest he greeted well,",BOOK I,Canto II. Brahma's Visit
Who bade him of his welfare tell;,BOOK I,Canto II. Brahma's Visit
"Gave water for his blessed feet,",BOOK I,Canto II. Brahma's Visit
"Brought offerings,(48) and prepared a seat.",BOOK I,Canto II. Brahma's Visit
In honoured place the God Most High,BOOK I,Canto II. Brahma's Visit
"Sate down, and bade the saint sit nigh.",BOOK I,Canto II. Brahma's Visit
There sate before Valmiki's eyes,BOOK I,Canto II. Brahma's Visit
The Father of the earth and skies;,BOOK I,Canto II. Brahma's Visit
But still the hermit's thoughts were bent,BOOK I,Canto II. Brahma's Visit
"On one thing only, all intent",BOOK I,Canto II. Brahma's Visit
On that poor curlew's mournful fate,BOOK I,Canto II. Brahma's Visit
Lamenting for her slaughtered mate;,BOOK I,Canto II. Brahma's Visit
"And still his lips, in absent mood,",BOOK I,Canto II. Brahma's Visit
"The verse that told his grief, renewed:",BOOK I,Canto II. Brahma's Visit
"""Woe to the fowler's impious hand",BOOK I,Canto II. Brahma's Visit
That did the deed that folly planned;,BOOK I,Canto II. Brahma's Visit
That could to needless death devote,BOOK I,Canto II. Brahma's Visit
"The curlew of the tuneful throat!""",BOOK I,Canto II. Brahma's Visit
"The heavenly Father smiled in glee,",BOOK I,Canto II. Brahma's Visit
"And said, ""O best of hermits, see,",BOOK I,Canto II. Brahma's Visit
"A verse, unconscious, thou hast made;",BOOK I,Canto II. Brahma's Visit
No longer be the task delayed.,BOOK I,Canto II. Brahma's Visit
"Seek not to trace, with labour vain,",BOOK I,Canto II. Brahma's Visit
The unpremeditated strain.,BOOK I,Canto II. Brahma's Visit
The tuneful lines thy lips rehearsed,BOOK I,Canto II. Brahma's Visit
Spontaneous from thy bosom burst.,BOOK I,Canto II. Brahma's Visit
"Then come, O best of seers, relate",BOOK I,Canto II. Brahma's Visit
"The life of Rama good and great,",BOOK I,Canto II. Brahma's Visit
"The tale that saintly Narad told,",BOOK I,Canto II. Brahma's Visit
In all its glorious length unfold.,BOOK I,Canto II. Brahma's Visit
Of all the deeds his arm has done,BOOK I,Canto II. Brahma's Visit
"Upon this earth, omit not one,",BOOK I,Canto II. Brahma's Visit
And thus the noble life record,BOOK I,Canto II. Brahma's Visit
"Of that wise, brave, and virtuous lord.",BOOK I,Canto II. Brahma's Visit
"His every act to day displayed,",BOOK I,Canto II. Brahma's Visit
His secret life to none betrayed:,BOOK I,Canto II. Brahma's Visit
"How Lakshman, how the giants fought;",BOOK I,Canto II. Brahma's Visit
With high emprise and hidden thought:,BOOK I,Canto II. Brahma's Visit
And all that Janak's child(49) befell,BOOK I,Canto II. Brahma's Visit
"Where all could see, where none could tell.",BOOK I,Canto II. Brahma's Visit
The whole of this shall truly be,BOOK I,Canto II. Brahma's Visit
"Made known, O best of saints, to thee.",BOOK I,Canto II. Brahma's Visit
"In all thy poem, through my grace,",BOOK I,Canto II. Brahma's Visit
No word of falsehood shall have place.,BOOK I,Canto II. Brahma's Visit
"Begin the story, and rehearse",BOOK I,Canto II. Brahma's Visit
The tale divine in charming verse.,BOOK I,Canto II. Brahma's Visit
As long as in this firm-set land,BOOK I,Canto II. Brahma's Visit
"The streams shall flow, the mountains stand,",BOOK I,Canto II. Brahma's Visit
"So long throughout the world, be sure,",BOOK I,Canto II. Brahma's Visit
The great Ramayan shall endure.(50),BOOK I,Canto II. Brahma's Visit
While the Ramayan's ancient strain,BOOK I,Canto II. Brahma's Visit
"Shall glorious in the earth remain,",BOOK I,Canto II. Brahma's Visit
To higher spheres shalt thou arise,BOOK I,Canto II. Brahma's Visit
"And dwell with me above the skies.""",BOOK I,Canto II. Brahma's Visit
"He spoke, and vanished into air,",BOOK I,Canto II. Brahma's Visit
And left Valmiki wondering there.,BOOK I,Canto II. Brahma's Visit
"The pupils of the holy man,",BOOK I,Canto II. Brahma's Visit
"Moved by their love of him, began",BOOK I,Canto II. Brahma's Visit
"To chant that verse, and ever more",BOOK I,Canto II. Brahma's Visit
They marvelled as they sang it o'er:,BOOK I,Canto II. Brahma's Visit
"""Behold, the four-lined balanced rime,",BOOK I,Canto II. Brahma's Visit
"Repeated over many a time,",BOOK I,Canto II. Brahma's Visit
In words that from the hermit broke,BOOK I,Canto II. Brahma's Visit
"In shock of grief, becomes a sloke.""",BOOK I,Canto II. Brahma's Visit
This measure now Valmiki chose,BOOK I,Canto II. Brahma's Visit
Wherein his story to compose.,BOOK I,Canto II. Brahma's Visit
"In hundreds of such verses, sweet",BOOK I,Canto II. Brahma's Visit
"With equal lines and even feet,",BOOK I,Canto II. Brahma's Visit
"The saintly poet, lofty-souled,",BOOK I,Canto III. The Argument.
The glorious deeds of Rama told.,BOOK I,Canto III. The Argument.
The hermit thus with watchful heed,BOOK I,Canto III. The Argument.
"Received the poem's pregnant seed,",BOOK I,Canto III. The Argument.
And looked with eager thought around,BOOK I,Canto III. The Argument.
If fuller knowledge might be found.,BOOK I,Canto III. The Argument.
"His lips with water first bedewed,(51)",BOOK I,Canto III. The Argument.
"He sate, in reverent attitude",BOOK I,Canto III. The Argument.
"On holy grass,(52) the points all bent",BOOK I,Canto III. The Argument.
Together toward the orient;(53),BOOK I,Canto III. The Argument.
And thus in meditation he,BOOK I,Canto III. The Argument.
Entered the path of poesy.,BOOK I,Canto III. The Argument.
"Then clearly, through his virtue's might,",BOOK I,Canto III. The Argument.
"All lay discovered to his sight,",BOOK I,Canto III. The Argument.
"Whate'er befell, through all their life,",BOOK I,Canto III. The Argument.
"Rama, his brother, and his wife:",BOOK I,Canto III. The Argument.
And Dasaratha and each queen,BOOK I,Canto III. The Argument.
"At every time, in every scene:",BOOK I,Canto III. The Argument.
"His people too, of every sort;",BOOK I,Canto III. The Argument.
The nobles of his princely court:,BOOK I,Canto III. The Argument.
"Whate'er was said, whate'er decreed,",BOOK I,Canto III. The Argument.
Each time they sate each plan and deed:,BOOK I,Canto III. The Argument.
For holy thought and fervent rite,BOOK I,Canto III. The Argument.
Had so refined his keener sight,BOOK I,Canto III. The Argument.
That by his sanctity his view,BOOK I,Canto III. The Argument.
"The present, past, and future knew,",BOOK I,Canto III. The Argument.
"And he with mental eye could grasp,",BOOK I,Canto III. The Argument.
"Like fruit within his fingers clasp,",BOOK I,Canto III. The Argument.
"The life of Rama, great and good,",BOOK I,Canto III. The Argument.
Roaming with Sita in the wood.,BOOK I,Canto III. The Argument.
"He told, with secret-piercing eyes,",BOOK I,Canto III. The Argument.
"The tale of Rama's high emprise,",BOOK I,Canto III. The Argument.
"Each listening ear that shall entice,",BOOK I,Canto III. The Argument.
A sea of pearls of highest price.,BOOK I,Canto III. The Argument.
"Thus good Valmiki, sage divine,",BOOK I,Canto III. The Argument.
"Rehearsed the tale of Raghu's line,",BOOK I,Canto III. The Argument.
"As Narad, heavenly saint, before",BOOK I,Canto III. The Argument.
Had traced the story's outline o'er.,BOOK I,Canto III. The Argument.
"He sang of Rama's princely birth,",BOOK I,Canto III. The Argument.
His kindness and heroic worth;,BOOK I,Canto III. The Argument.
"His love for all, his patient youth,",BOOK I,Canto III. The Argument.
"His gentleness and constant truth,",BOOK I,Canto III. The Argument.
And many a tale and legend old,BOOK I,Canto III. The Argument.
By holy Visvamitra told.,BOOK I,Canto III. The Argument.
"How Janak's child he wooed and won,",BOOK I,Canto III. The Argument.
And broke the bow that bent to none.,BOOK I,Canto III. The Argument.
How he with every virtue fraught,BOOK I,Canto III. The Argument.
His namesake Rama(54) met and fought.,BOOK I,Canto III. The Argument.
The choice of Rama for the throne;,BOOK I,Canto III. The Argument.
"The malice by Kaikeyi shown,",BOOK I,Canto III. The Argument.
Whose evil counsel marred the plan,BOOK I,Canto III. The Argument.
And drove him forth a banisht man.,BOOK I,Canto III. The Argument.
"How the king grieved and groaned, and cried,",BOOK I,Canto III. The Argument.
And swooned away and pining died.,BOOK I,Canto III. The Argument.
The subjects' woe when thus bereft;,BOOK I,Canto III. The Argument.
And how the following crowds he left:,BOOK I,Canto III. The Argument.
"With Guha talked, and firmly stern",BOOK I,Canto III. The Argument.
Ordered his driver to return.,BOOK I,Canto III. The Argument.
How Ganga's farther shore he gained;,BOOK I,Canto III. The Argument.
"By Bharadvaja entertained,",BOOK I,Canto III. The Argument.
By whose advice he journeyed still,BOOK I,Canto III. The Argument.
And came to Chitrakuta's hill.,BOOK I,Canto III. The Argument.
How there he dwelt and built a cot;,BOOK I,Canto III. The Argument.
How Bharat journeyed to the spot;,BOOK I,Canto III. The Argument.
His earnest supplication made;,BOOK I,Canto III. The Argument.
Drink-offerings to their father paid;,BOOK I,Canto III. The Argument.
"The sandals given by Rama's hand,",BOOK I,Canto III. The Argument.
"As emblems of his right, to stand:",BOOK I,Canto III. The Argument.
How from his presence Bharat went,BOOK I,Canto III. The Argument.
And years in Nandigrama spent.,BOOK I,Canto III. The Argument.
How Rama entered Dandak wood,BOOK I,Canto III. The Argument.
And in Sutikhna's presence stood.,BOOK I,Canto III. The Argument.
"The favour Anasuya showed,",BOOK I,Canto III. The Argument.
The wondrous balsam she bestowed.,BOOK I,Canto III. The Argument.
How Sarabhanga's dwelling-place,BOOK I,Canto III. The Argument.
They sought; saw Indra face to face;,BOOK I,Canto III. The Argument.
The meeting with Agastya gained;,BOOK I,Canto III. The Argument.
The heavenly bow from him obtained.,BOOK I,Canto III. The Argument.
How Rama with Viradha met;,BOOK I,Canto III. The Argument.
Their home in Panchavata set.,BOOK I,Canto III. The Argument.
How Surpanakha underwent,BOOK I,Canto III. The Argument.
The mockery and disfigurement.,BOOK I,Canto III. The Argument.
"Of Trisira's and Khara's fall,",BOOK I,Canto III. The Argument.
"Of Ravan roused at vengeance call,",BOOK I,Canto III. The Argument.
"Maricha doomed, without escape;",BOOK I,Canto III. The Argument.
The fair Videhan(55) lady's rape.,BOOK I,Canto III. The Argument.
"How Rama wept and raved in vain,",BOOK I,Canto III. The Argument.
And how the Vulture-king was slain.,BOOK I,Canto III. The Argument.
How Rama fierce Kabandha slew;,BOOK I,Canto III. The Argument.
"Then to the side of Pampa drew,",BOOK I,Canto III. The Argument.
"Met Hanuman, and her whose vows",BOOK I,Canto III. The Argument.
Were kept beneath the greenwood boughs.,BOOK I,Canto III. The Argument.
"How Raghu's son, the lofty-souled,",BOOK I,Canto III. The Argument.
"On Pampa's bank wept uncontrolled,",BOOK I,Canto III. The Argument.
"Then journeyed, Rishyamuk to reach,",BOOK I,Canto III. The Argument.
And of Sugriva then had speech.,BOOK I,Canto III. The Argument.
"The friendship made, which both had sought:",BOOK I,Canto III. The Argument.
How Bali and Sugriva fought.,BOOK I,Canto III. The Argument.
"How Bali in the strife was slain,",BOOK I,Canto III. The Argument.
And how Sugriva came to reign.,BOOK I,Canto III. The Argument.
"The treaty, Tara's wild lament;",BOOK I,Canto III. The Argument.
The rainy nights in watching spent.,BOOK I,Canto III. The Argument.
The wrath of Raghu's lion son;,BOOK I,Canto III. The Argument.
The gathering of the hosts in one.,BOOK I,Canto III. The Argument.
"The sending of the spies about,",BOOK I,Canto III. The Argument.
And all the regions pointed out.,BOOK I,Canto III. The Argument.
The ring by Rama's hand bestowed;,BOOK I,Canto III. The Argument.
The cave wherein the bear abode.,BOOK I,Canto III. The Argument.
"The fast proposed, their lives to end;",BOOK I,Canto III. The Argument.
Sampati gained to be their friend.,BOOK I,Canto III. The Argument.
"The scaling of the hill, the leap",BOOK I,Canto III. The Argument.
Of Hanuman across the deep.,BOOK I,Canto III. The Argument.
Ocean's command that bade them seek,BOOK I,Canto III. The Argument.
Mainaka of the lofty peak.,BOOK I,Canto III. The Argument.
"The death of Sinhika, the sight",BOOK I,Canto III. The Argument.
Of Lanka with her palace bright,BOOK I,Canto III. The Argument.
How Hanuman stole in at eve;,BOOK I,Canto III. The Argument.
His plan the giants to deceive.,BOOK I,Canto III. The Argument.
How through the square he made his way,BOOK I,Canto III. The Argument.
"To chambers where the women lay,",BOOK I,Canto III. The Argument.
Within the Asoka garden came,BOOK I,Canto III. The Argument.
And there found Rama's captive dame.,BOOK I,Canto III. The Argument.
"His colloquy with her he sought,",BOOK I,Canto III. The Argument.
And giving of the ring he brought.,BOOK I,Canto III. The Argument.
How Sita gave a gem o'erjoyed;,BOOK I,Canto III. The Argument.
How Hanuman the grove destroyed.,BOOK I,Canto III. The Argument.
"How giantesses trembling fled,",BOOK I,Canto III. The Argument.
And servant fiends were smitten dead.,BOOK I,Canto III. The Argument.
How Hanuman was seized; their ire,BOOK I,Canto III. The Argument.
When Lanka blazed with hostile fire.,BOOK I,Canto III. The Argument.
His leap across the sea once more;,BOOK I,Canto III. The Argument.
The eating of the honey store.,BOOK I,Canto III. The Argument.
"How Rama he consoled, and how",BOOK I,Canto III. The Argument.
He showed the gem from Sita's brow.,BOOK I,Canto III. The Argument.
"With Ocean, Rama's interview;",BOOK I,Canto III. The Argument.
The bridge that Nala o'er it threw.,BOOK I,Canto III. The Argument.
"The crossing, and the sitting down",BOOK I,Canto III. The Argument.
At night round Lanka's royal town.,BOOK I,Canto III. The Argument.
The treaty with Vibhishan made:,BOOK I,Canto III. The Argument.
The plan for Ravan's slaughter laid.,BOOK I,Canto III. The Argument.
How Kumbhakarna in his pride,BOOK I,Canto III. The Argument.
And Meghanada fought and died.,BOOK I,Canto III. The Argument.
"How Ravan in the fight was slain,",BOOK I,Canto III. The Argument.
And captive Sita brought again.,BOOK I,Canto III. The Argument.
Vibhishan set upon the throne;,BOOK I,Canto III. The Argument.
The flying chariot Pushpak shown.,BOOK I,Canto III. The Argument.
"How Brahma and the Gods appeared,",BOOK I,Canto III. The Argument.
And Sita's doubted honour cleared.,BOOK I,Canto III. The Argument.
How in the flying car they rode,BOOK I,Canto III. The Argument.
To Bharadvaja's cabin abode.,BOOK I,Canto III. The Argument.
The Wind-God's son sent on afar;,BOOK I,Canto III. The Argument.
How Bharat met the flying car.,BOOK I,Canto III. The Argument.
How Rama then was king ordained;,BOOK I,Canto III. The Argument.
The legions their discharge obtained.,BOOK I,Canto III. The Argument.
How Rama cast his queen away;,BOOK I,Canto III. The Argument.
How grew the people's love each day.,BOOK I,Canto III. The Argument.
Thus did the saint Valmiki tell,BOOK I,Canto III. The Argument.
"Whate'er in Rama's life befell,",BOOK I,Canto IV. The Rhapsodists.
And in the closing verses all,BOOK I,Canto IV. The Rhapsodists.
That yet to come will once befall.,BOOK I,Canto IV. The Rhapsodists.
"When to the end the tale was brought,",BOOK I,Canto IV. The Rhapsodists.
Rose in the sage's mind the thought;,BOOK I,Canto IV. The Rhapsodists.
"""Now who throughout this earth will go,",BOOK I,Canto IV. The Rhapsodists.
"And tell it forth that all may know?""",BOOK I,Canto IV. The Rhapsodists.
"As thus he mused with anxious breast,",BOOK I,Canto IV. The Rhapsodists.
"Behold, in hermit's raiment dressed,",BOOK I,Canto IV. The Rhapsodists.
Kusa and Lava(56) came to greet,BOOK I,Canto IV. The Rhapsodists.
Their master and embrace his feet.,BOOK I,Canto IV. The Rhapsodists.
"The twins he saw, that princely pair",BOOK I,Canto IV. The Rhapsodists.
"Sweet-voiced, who dwelt beside him there",BOOK I,Canto IV. The Rhapsodists.
"None for the task could be more fit,",BOOK I,Canto IV. The Rhapsodists.
For skilled were they in Holy Writ;,BOOK I,Canto IV. The Rhapsodists.
"And so the great Ramayan, fraught",BOOK I,Canto IV. The Rhapsodists.
"With lore divine, to these he taught:",BOOK I,Canto IV. The Rhapsodists.
The lay whose verses sweet and clear,BOOK I,Canto IV. The Rhapsodists.
"Take with delight the listening ear,",BOOK I,Canto IV. The Rhapsodists.
That tell of Sita's noble life,BOOK I,Canto IV. The Rhapsodists.
